id,status_group
10433,functional needs repair
26672,functional needs repair
21265,functional needs repair
10059,functional
60084,non functional
53252,functional needs repair
32035,functional needs repair
72898,functional needs repair
34460,functional
68561,functional needs repair
20908,functional needs repair
34485,functional needs repair
58522,functional
19340,non functional
24072,non functional
1597,functional needs repair
21617,functional needs repair
4294,functional needs repair
62458,functional needs repair
60703,functional needs repair
54351,non functional
3655,functional needs repair
52100,functional needs repair
35989,functional needs repair
34759,non functional
55209,functional
21606,functional
20748,functional
73003,functional needs repair
29246,functional needs repair
29896,functional
30122,non functional
37159,functional needs repair
62494,functional
54202,functional needs repair
60549,non functional
63553,functional needs repair
13980,functional
56243,functional needs repair
23544,functional needs repair
73601,functional needs repair
13232,functional needs repair
24549,functional needs repair
49792,functional
36789,functional needs repair
40035,functional needs repair
70871,functional needs repair
53126,functional needs repair
57744,functional needs repair
30902,functional needs repair
40155,functional
55484,functional needs repair
12965,functional needs repair
1862,functional needs repair
9531,functional needs repair
21824,functional needs repair
63103,functional needs repair
66838,functional needs repair
39758,functional needs repair
15287,functional needs repair
14628,functional needs repair
12434,non functional
39114,functional needs repair
26802,functional needs repair
17956,functional
9652,functional
73221,non functional
30495,functional
25095,functional needs repair
37362,non functional
30853,functional
37450,functional needs repair
7709,functional needs repair
71149,non functional
65429,functional
2279,functional
58659,functional
56347,functional needs repair
48037,functional needs repair
304,functional needs repair
60334,functional
35035,functional needs repair
1632,non functional
68282,functional needs repair
52597,functional needs repair
2155,functional
56324,functional needs repair
53263,functional needs repair
66283,non functional
68297,functional needs repair
66942,functional
408,functional needs repair
40180,functional
16240,functional
24437,functional needs repair
6210,non functional
65242,functional
24615,functional needs repair
55748,functional needs repair
10808,functional
49461,functional needs repair
10187,functional needs repair
30169,non functional
45003,functional needs repair
29475,functional needs repair
67368,functional needs repair
65354,non functional
59864,functional needs repair
36107,functional needs repair
17670,functional
45099,non functional
33315,non functional
1798,functional needs repair
15625,functional
71041,non functional
14802,non functional
70723,non functional
36579,non functional
55771,functional needs repair
11291,functional needs repair
53452,functional needs repair
73294,non functional
42193,non functional
22069,functional needs repair
32094,functional needs repair
33954,functional needs repair
65569,functional needs repair
14971,functional needs repair
53392,non functional
38014,non functional
47887,functional
427,functional needs repair
47187,functional needs repair
57770,non functional
35802,functional
5807,functional needs repair
29766,functional needs repair
69039,functional needs repair
25933,functional needs repair
71281,functional needs repair
